2022-03-27 11:01:03.888 DEBUG [16464] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:18-Z:16 X = 1195940.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:15.060 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:11-Z:8 X = 3520.000000, Y = 0.000000, Z = 2560.000000
2022-03-27 11:05:15.061 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:10-Z:9 X = 3200.000000, Y = 0.000000, Z = 2880.000000
2022-03-27 11:05:15.063 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:11-Z:9 X = 3520.000000, Y = 0.000000, Z = 2880.000000
2022-03-27 11:05:15.065 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:10-Z:8 X = 1196260.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:15.067 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:11-Z:8 X = 1196580.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:15.069 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:10-Z:9 X = 1196260.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:05:15.071 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:11-Z:9 X = 1196580.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:05:15.073 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:9-Z:9 X = 1195940.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:05:15.605 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:19-Z:16 X = 1196100.000000, Y = 0.000000, Z = 5465710.000000CAMERA
2022-03-27 11:05:15.607 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:18-Z:16 X = 1195940.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:15.911 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:20-Z:16 X = 3200.000000, Y = 0.000000, Z = 2560.000000
2022-03-27 11:05:15.913 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:21-Z:16 X = 3360.000000, Y = 0.000000, Z = 2560.000000
2022-03-27 11:05:15.915 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:20-Z:17 X = 3200.000000, Y = 0.000000, Z = 2720.000000
2022-03-27 11:05:15.916 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:21-Z:17 X = 3360.000000, Y = 0.000000, Z = 2720.000000
2022-03-27 11:05:15.918 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:20-Z:16 X = 1196260.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:15.920 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:21-Z:16 X = 1196420.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:15.922 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:20-Z:17 X = 1196260.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:15.924 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:21-Z:17 X = 1196420.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:15.926 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:19-Z:16 X = 1196100.000000, Y = 0.000000, Z = 5465710.000000CAMERA
2022-03-27 11:05:15.928 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:19-Z:17 X = 1196100.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:17.072 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:19-Z:16 X = 1196100.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:17.087 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:20-Z:16 X = 1196260.000000, Y = 0.000000, Z = 5465710.000000CAMERA
2022-03-27 11:05:17.342 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:9-Z:8 X = 1195940.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:17.344 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:8-Z:8 X = 1195620.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:17.346 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:9-Z:9 X = 1195940.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:05:17.353 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:20-Z:16 X = 1196260.000000, Y = 0.000000, Z = 5465710.000000CAMERA
2022-03-27 11:05:17.355 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:20-Z:17 X = 1196260.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:17.721 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:21-Z:16 X = 1196420.000000, Y = 0.000000, Z = 5465710.000000CAMERA
2022-03-27 11:05:17.724 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:20-Z:16 X = 1196260.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:17.892 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:6-Z:4 X = 3840.000000, Y = 0.000000, Z = 2560.000000
2022-03-27 11:05:17.894 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:7-Z:4 X = 4480.000000, Y = 0.000000, Z = 2560.000000
2022-03-27 11:05:17.896 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:6-Z:5 X = 3840.000000, Y = 0.000000, Z = 3200.000000
2022-03-27 11:05:17.897 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:7-Z:5 X = 4480.000000, Y = 0.000000, Z = 3200.000000
2022-03-27 11:05:17.899 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:4-X:0-Z:0 X = 1193060.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:05:17.902 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:6-Z:4 X = 1196900.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:17.904 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:7-Z:4 X = 1197540.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:17.905 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:6-Z:5 X = 1196900.000000, Y = 0.000000, Z = 5466350.000000
2022-03-27 11:05:17.907 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:7-Z:5 X = 1197540.000000, Y = 0.000000, Z = 5466350.000000
2022-03-27 11:05:17.909 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:2-Z:0 X = 1195620.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:05:17.911 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:0-Z:2 X = 1193060.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:17.912 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:1-Z:2 X = 1194340.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:17.914 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:5-Z:5 X = 1196260.000000, Y = 0.000000, Z = 5466350.000000
2022-03-27 11:05:18.025 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:4 X = 1195620.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:18.027 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:3 X = 1195620.000000, Y = 0.000000, Z = 5465070.000000
2022-03-27 11:05:18.029 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:5 X = 1195620.000000, Y = 0.000000, Z = 5466350.000000
2022-03-27 11:05:18.031 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:10-Z:9 X = 1196260.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:05:18.037 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:22-Z:16 X = 3520.000000, Y = 0.000000, Z = 2560.000000
2022-03-27 11:05:18.039 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:23-Z:16 X = 3680.000000, Y = 0.000000, Z = 2560.000000
2022-03-27 11:05:18.041 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:22-Z:17 X = 3520.000000, Y = 0.000000, Z = 2720.000000
2022-03-27 11:05:18.043 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:23-Z:17 X = 3680.000000, Y = 0.000000, Z = 2720.000000
2022-03-27 11:05:18.045 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:4-X:0-Z:1 X = 1193060.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:18.047 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:22-Z:16 X = 1196580.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:18.049 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:23-Z:16 X = 1196740.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:18.050 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:22-Z:17 X = 1196580.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:18.052 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:23-Z:17 X = 1196740.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:18.054 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:4-X:0-Z:0 X = 1193060.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:05:18.056 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:2-Z:3 X = 1195620.000000, Y = 0.000000, Z = 5466990.000000
2022-03-27 11:05:18.058 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:21-Z:16 X = 1196420.000000, Y = 0.000000, Z = 5465710.000000CAMERA
2022-03-27 11:05:18.061 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:21-Z:17 X = 1196420.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:19.878 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:0-Z:2 X = 1193060.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:19.880 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:1-Z:2 X = 1194340.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:19.882 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:0-Z:3 X = 1193060.000000, Y = 0.000000, Z = 5466990.000000
2022-03-27 11:05:19.884 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:1-Z:3 X = 1194340.000000, Y = 0.000000, Z = 5466990.000000
2022-03-27 11:05:19.885 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:11-Z:8 X = 1196580.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:19.887 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:2-Z:3 X = 1195620.000000, Y = 0.000000, Z = 5466990.000000
2022-03-27 11:05:19.890 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:11-Z:9 X = 1196580.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:05:19.892 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:21-Z:16 X = 1196420.000000, Y = 0.000000, Z = 5465710.000000CAMERA
2022-03-27 11:05:19.893 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:21-Z:17 X = 1196420.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:19.896 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:8-Z:8 X = 1195620.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:19.898 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:9-Z:8 X = 1195940.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:19.900 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:8-Z:9 X = 1195620.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:05:19.902 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:9-Z:9 X = 1195940.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:05:19.904 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:10-Z:9 X = 1196260.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:05:19.907 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:0-Z:0 X = 1193060.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:05:19.909 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:1-Z:0 X = 1194340.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:05:19.911 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:0-Z:1 X = 1193060.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:05:19.912 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:1-Z:1 X = 1194340.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:05:19.914 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:3-Z:2 X = 1196900.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:19.916 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:2-Z:0 X = 1195620.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:05:19.918 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:0-Z:2 X = 1193060.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:19.920 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:1-Z:2 X = 1194340.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:19.922 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:3-Z:1 X = 1196900.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:05:19.924 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:3-Z:3 X = 1196900.000000, Y = 0.000000, Z = 5466990.000000
2022-03-27 11:05:19.925 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:5-Z:5 X = 1196260.000000, Y = 0.000000, Z = 5466350.000000
2022-03-27 11:05:19.972 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:20-Z:16 X = 1196260.000000, Y = 0.000000, Z = 5465710.000000CAMERA
2022-03-27 11:05:19.974 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:21-Z:16 X = 1196420.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.044 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:18-Z:16 X = 1195940.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.046 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:19-Z:16 X = 1196100.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.048 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:18-Z:17 X = 1195940.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:20.049 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:19-Z:17 X = 1196100.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:20.054 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:20-Z:16 X = 1196260.000000, Y = 0.000000, Z = 5465710.000000CAMERA
2022-03-27 11:05:20.056 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:20-Z:17 X = 1196260.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:20.139 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:19-Z:16 X = 1196100.000000, Y = 0.000000, Z = 5465710.000000CAMERA
2022-03-27 11:05:20.142 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:20-Z:16 X = 1196260.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.228 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:10-Z:8 X = 1196260.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.230 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:11-Z:8 X = 1196580.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.232 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:10-Z:9 X = 1196260.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:05:20.237 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:19-Z:16 X = 1196100.000000, Y = 0.000000, Z = 5465710.000000CAMERA
2022-03-27 11:05:20.239 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:19-Z:17 X = 1196100.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:20.322 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:3 X = 1195620.000000, Y = 0.000000, Z = 5465070.000000CAMERA
2022-03-27 11:05:20.325 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:19-Z:16 X = 1196100.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.376 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:5-Z:4 X = 1196260.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.377 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:5-Z:3 X = 1196260.000000, Y = 0.000000, Z = 5465070.000000
2022-03-27 11:05:20.379 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:5-Z:5 X = 1196260.000000, Y = 0.000000, Z = 5466350.000000
2022-03-27 11:05:20.381 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:9-Z:9 X = 1195940.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:05:20.388 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:16-Z:16 X = 1195620.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.389 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:17-Z:16 X = 1195780.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.391 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:16-Z:17 X = 1195620.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:20.393 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:17-Z:17 X = 1195780.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:20.395 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:18-Z:16 X = 1195940.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.397 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:18-Z:17 X = 1195940.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:05:20.474 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:2-Z:4 X = 1194340.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.476 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:3-Z:4 X = 1194980.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.478 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:2-Z:5 X = 1194340.000000, Y = 0.000000, Z = 5466350.000000
2022-03-27 11:05:20.480 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:3-Z:5 X = 1194980.000000, Y = 0.000000, Z = 5466350.000000
2022-03-27 11:05:20.482 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:5 X = 1195620.000000, Y = 0.000000, Z = 5466350.000000
2022-03-27 11:05:20.562 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:2-Z:2 X = 1194340.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:05:20.563 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:3-Z:2 X = 1194980.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:05:20.565 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:2-Z:3 X = 1194340.000000, Y = 0.000000, Z = 5465070.000000
2022-03-27 11:05:20.567 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:3-Z:3 X = 1194980.000000, Y = 0.000000, Z = 5465070.000000
2022-03-27 11:05:20.569 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:2 X = 1195620.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:05:20.571 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:2-Z:4 X = 1194340.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:05:20.574 DEBUG [31384] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:3 X = 1195620.000000, Y = 0.000000, Z = 5465070.000000CAMERA
